Index,TemperatureC,Dew PointC,Humidity,Sea Level PressurehPa,VisibilityKm,WindDirDegrees,energyConsumption,Date
3281,26.1,13.3,45.0,1010.8,14.5,230.0,52.09355,2012-05-16 18:00:00
3282,23.9,15.0,57.0,1011.4,16.1,0.0,44.1753,2012-05-16 19:00:00
3283,21.7,15.0,66.0,1011.7,16.1,0.0,41.258075,2012-05-16 20:00:00
3284,,,,,,,36.0071,2012-05-16 21:00:00
3285,19.4,16.7,84.0,1012.4,12.9,0.0,32.42305,2012-05-16 22:00:00
3286,20.0,16.7,81.0,1013.1,12.9,310.0,29.3391,2012-05-16 23:00:00
3287,18.9,16.1,84.0,1013.2,12.9,0.0,28.08885,2012-05-17 00:00:00
3288,19.4,13.3,68.0,1013.3,16.1,340.0,28.0055,2012-05-17 01:00:00
3289,,,,,,,28.0055,2012-05-17 02:00:00
3290,17.8,12.8,73.0,1014.0,16.1,360.0,27.42205,2012-05-17 03:00:00
3291,17.2,11.7,70.0,1015.1,16.1,350.0,28.839,2012-05-17 04:00:00
3292,14.4,7.8,65.0,1016.5,16.1,360.0,34.59015,2012-05-17 05:00:00
3293,13.3,4.4,55.0,1017.9,16.1,360.0,44.7587666667,2012-05-17 06:00:00
3294,13.3,3.3,51.0,1018.6,16.1,350.0,52.0102,2012-05-17 07:00:00
3295,14.4,3.9,49.0,1019.4,16.1,360.0,55.8443,2012-05-17 08:00:00
3296,16.1,3.9,44.0,1019.7,16.1,360.0,62.7623333333,2012-05-17 09:00:00
3297,17.2,4.4,43.0,1019.7,16.1,0.0,64.6793833333,2012-05-17 10:00:00
3298,18.3,3.3,37.0,1019.9,16.1,320.0,64.9294166667,2012-05-17 11:00:00
3299,19.4,4.4,37.0,1019.6,16.1,330.0,64.929425,2012-05-17 12:00:00
3300,20.6,5.0,36.0,1018.8,16.1,360.0,63.2624416667,2012-05-17 13:00:00
3301,21.1,5.0,35.0,1018.7,16.1,10.0,62.26225,2012-05-17 14:00:00
3302,21.7,3.9,31.0,1018.2,16.1,0.0,62.0122,2012-05-17 15:00:00
3303,22.2,5.6,34.0,1018.1,16.1,360.0,59.6784,2012-05-17 16:00:00
3304,22.2,5.0,33.0,1018.6,16.1,0.0,55.26085,2012-05-17 17:00:00
3305,21.1,4.4,33.0,1018.9,16.1,0.0,50.8433,2012-05-17 18:00:00
3306,18.9,9.4,54.0,1019.0,16.1,0.0,44.342,2012-05-17 19:00:00
3307,16.7,8.3,58.0,1019.5,16.1,160.0,39.9244833333,2012-05-17 20:00:00
3308,15.0,7.8,62.0,1019.9,16.1,0.0,34.25675,2012-05-17 21:00:00
3309,13.9,7.2,64.0,1020.3,16.1,0.0,31.5062,2012-05-17 22:00:00
3310,11.7,7.8,77.0,1020.1,16.1,0.0,29.42245,2012-05-17 23:00:00
3311,10.0,7.8,86.0,1020.6,16.1,0.0,28.08885,2012-05-18 00:00:00
3312,9.4,7.8,90.0,1020.6,16.1,0.0,27.58875,2012-05-18 01:00:00
3313,8.9,7.8,93.0,1020.6,16.1,0.0,27.6721,2012-05-18 02:00:00
3314,8.9,7.2,89.0,1020.7,16.1,0.0,27.8388,2012-05-18 03:00:00
3315,7.8,6.7,93.0,1021.0,14.5,0.0,28.58895,2012-05-18 04:00:00
3316,8.3,6.7,90.0,1021.2,14.5,0.0,33.0065,2012-05-18 05:00:00
3317,9.4,8.3,93.0,1022.0,16.1,0.0,42.425,2012-05-18 06:00:00
3318,13.9,9.4,74.0,1022.3,16.1,10.0,48.59285,2012-05-18 07:00:00
3319,16.05,9.2,63.5,1022.6,16.1,20.0,54.26065,2012-05-18 08:00:00
3320,,,,,,,60.42855,2012-05-18 09:00:00
3321,20.0,9.4,50.0,1022.8,16.1,0.0,62.09555,2012-05-18 10:00:00
3322,21.1,6.1,38.0,1022.8,16.1,70.0,62.59565,2012-05-18 11:00:00
3323,21.7,6.1,36.0,1022.2,16.1,80.0,62.26225,2012-05-18 12:00:00
3324,22.2,5.6,34.0,1021.8,16.1,80.0,61.59545,2012-05-18 13:00:00
3325,21.7,4.4,32.0,1021.4,16.1,0.0,61.59545,2012-05-18 14:00:00
3326,22.2,5.0,33.0,1021.1,16.1,80.0,60.09515,2012-05-18 15:00:00
3327,21.1,4.4,33.0,1021.1,16.1,80.0,56.26105,2012-05-18 16:00:00
3328,20.6,4.4,35.0,1021.3,16.1,120.0,51.76015,2012-05-18 17:00:00
3329,19.4,3.3,34.0,1021.2,16.1,110.0,45.92565,2012-05-18 18:00:00
3330,17.2,2.8,38.0,1021.4,16.1,110.0,40.1745333333,2012-05-18 19:00:00
3331,15.0,2.8,44.0,1021.4,16.1,0.0,37.1739916667,2012-05-18 20:00:00
3332,13.3,5.0,57.0,1021.6,16.1,0.0,31.0061,2012-05-18 21:00:00
3333,11.7,6.1,69.0,1021.8,16.1,0.0,29.08905,2012-05-18 22:00:00
3334,10.6,6.1,74.0,1021.8,16.1,0.0,29.08905,2012-05-18 23:00:00
3335,9.4,6.1,80.0,1021.6,16.1,0.0,27.92215,2012-05-19 00:00:00
3336,8.9,6.1,83.0,1021.3,16.1,0.0,26.08845,2012-05-19 01:00:00
3337,8.3,6.1,86.0,1020.7,16.1,0.0,26.1718,2012-05-19 02:00:00
3338,8.9,6.1,83.0,1020.7,16.1,0.0,26.0051,2012-05-19 03:00:00
3339,9.4,6.1,80.0,1020.8,16.1,0.0,26.1718,2012-05-19 04:00:00
3340,8.9,5.6,80.0,1021.1,16.1,0.0,27.08865,2012-05-19 05:00:00
3341,10.6,6.7,77.0,1021.2,16.1,0.0,29.5058,2012-05-19 06:00:00
3342,14.4,6.1,58.0,1021.5,16.1,360.0,30.0059,2012-05-19 07:00:00
3343,17.2,6.1,48.0,1021.6,16.1,360.0,35.3402583333,2012-05-19 08:00:00
3344,19.4,6.1,42.0,1021.2,16.1,10.0,41.8415,2012-05-19 09:00:00
3345,21.7,7.2,39.0,1020.7,16.1,320.0,42.0082,2012-05-19 10:00:00
3346,23.3,8.3,38.0,1020.5,16.1,360.0,41.75815,2012-05-19 11:00:00
3347,24.4,8.3,36.0,1020.2,16.1,30.0,41.1747,2012-05-19 12:00:00
3348,25.0,7.8,33.0,1019.9,16.1,0.0,36.7572083333,2012-05-19 13:00:00
3349,26.1,6.7,29.0,1019.8,16.1,40.0,31.0061,2012-05-19 14:00:00
3350,26.7,6.7,28.0,1019.3,16.1,20.0,31.0061,2012-05-19 15:00:00
3351,26.1,7.2,30.0,1019.2,16.1,0.0,31.25615,2012-05-19 16:00:00
3352,25.6,6.7,30.0,1019.3,16.1,110.0,31.08945,2012-05-19 17:00:00
3353,24.4,6.7,32.0,1019.4,16.1,110.0,29.3391,2012-05-19 18:00:00
3354,21.7,6.1,36.0,1019.6,16.1,110.0,29.08905,2012-05-19 19:00:00
3355,18.9,4.4,38.0,1020.1,16.1,0.0,28.58895,2012-05-19 20:00:00
3356,16.1,5.6,50.0,1020.7,16.1,0.0,27.5054,2012-05-19 21:00:00
3357,13.9,6.7,62.0,1021.4,16.1,0.0,27.172,2012-05-19 22:00:00
3358,12.8,7.2,69.0,1021.4,16.1,0.0,27.172,2012-05-19 23:00:00
3359,11.7,7.2,74.0,1021.5,16.1,0.0,27.172,2012-05-20 00:00:00
3360,11.7,7.2,74.0,1021.0,16.1,0.0,27.25535,2012-05-20 01:00:00
3361,11.1,6.7,74.0,1020.5,16.1,0.0,27.3387,2012-05-20 02:00:00
3362,10.6,6.7,77.0,1020.6,16.1,0.0,27.25535,2012-05-20 03:00:00
3363,12.2,6.7,69.0,1020.9,16.1,0.0,27.0053,2012-05-20 04:00:00
3364,,,,,,,27.172,2012-05-20 05:00:00
3365,13.9,7.2,64.0,1022.0,16.1,30.0,27.8388,2012-05-20 06:00:00
3366,16.7,5.6,48.0,1022.1,16.1,50.0,28.08885,2012-05-20 07:00:00
3367,20.0,5.6,39.0,1022.2,16.1,30.0,29.8392,2012-05-20 08:00:00
3368,22.2,3.9,30.0,1022.3,16.1,60.0,31.75625,2012-05-20 09:00:00
3369,23.3,5.6,32.0,1022.5,16.1,70.0,34.25675,2012-05-20 10:00:00
3370,24.4,5.6,30.0,1022.6,16.1,70.0,33.84,2012-05-20 11:00:00
3371,25.0,8.3,34.0,1022.6,16.1,70.0,32.75645,2012-05-20 12:00:00
3372,25.0,11.7,43.0,1022.5,16.1,80.0,32.25635,2012-05-20 13:00:00
3373,25.6,13.9,48.0,1022.2,16.1,70.0,31.8396,2012-05-20 14:00:00
3374,23.9,15.0,57.0,1022.2,16.1,100.0,30.92275,2012-05-20 15:00:00
3375,22.1,16.05,68.5,1022.05,16.1,90.0,29.42245,2012-05-20 16:00:00
3376,21.7,16.033333333333335,70.33333333333333,1021.8666666666668,16.1,76.66666666666667,29.5058,2012-05-20 17:00:00
3377,20.0,15.6,76.0,1022.3,16.1,100.0,29.3391,2012-05-20 18:00:00
3378,18.3,15.0,81.0,1022.4,16.1,90.0,29.6725,2012-05-20 19:00:00
3379,17.8,15.0,84.0,1022.3,16.1,0.0,29.92255,2012-05-20 20:00:00
3380,17.1,15.0,87.5,1022.9,16.1,80.0,28.25555,2012-05-20 21:00:00
3381,16.1,14.4,90.0,1022.3,16.1,60.0,28.3389,2012-05-20 22:00:00
3382,16.1,14.4,90.0,1022.1,16.1,80.0,28.25555,2012-05-20 23:00:00
3383,16.1,14.4,90.0,1021.4,16.1,0.0,28.3389,2012-05-21 00:00:00
3384,16.1,15.0,93.0,1021.1,14.5,70.0,28.3389,2012-05-21 01:00:00
3385,15.6,15.0,96.0,1020.3,12.9,0.0,28.5056,2012-05-21 02:00:00
3386,15.6,15.0,96.0,1020.2,3.2,0.0,28.25555,2012-05-21 03:00:00
3387,15.8,14.7,93.5,1020.0,11.25,60.0,29.6725,2012-05-21 04:00:00
3388,15.6,14.4,93.0,1019.9,16.1,0.0,37.4240333333,2012-05-21 05:00:00
3389,15.6,14.4,93.0,1020.0,11.3,70.0,49.5097,2012-05-21 06:00:00
3390,16.1,14.4,90.0,1020.3,12.9,70.0,56.5111,2012-05-21 07:00:00
3391,16.1,15.0,93.0,1020.7,16.1,60.0,59.76175,2012-05-21 08:00:00
3392,16.7,15.0,90.0,1020.1,16.1,70.0,64.0959333333,2012-05-21 09:00:00
3393,17.8,16.1,90.0,1019.6,16.1,80.0,65.5961916667,2012-05-21 10:00:00
3394,18.3,16.7,90.0,1019.2,16.1,70.0,65.9296,2012-05-21 11:00:00
3395,18.3,16.7,90.0,1018.8,14.5,0.0,65.6795416667,2012-05-21 12:00:00
3396,18.9,16.7,87.0,1018.4,16.1,110.0,65.096125,2012-05-21 13:00:00
3397,18.9,16.7,87.0,1017.7,16.1,60.0,64.0126,2012-05-21 14:00:00
3398,19.4,17.2,87.0,1017.1,16.1,0.0,61.8455,2012-05-21 15:00:00
3399,18.9,17.2,90.0,1016.8,16.1,0.0,59.09495,2012-05-21 16:00:00
3400,17.9,16.85,93.5,1016.45,13.7,75.0,55.0108,2012-05-21 17:00:00
3401,17.8,16.7,93.0,1016.0,16.1,60.0,48.09275,2012-05-21 18:00:00
3402,17.9,16.85,93.5,1015.7,10.45,70.0,41.8415,2012-05-21 19:00:00
3403,17.9,16.85,93.5,1015.35,12.05,75.0,38.4242166667,2012-05-21 20:00:00
3404,17.8,16.7,93.0,1015.3,14.5,70.0,34.1734,2012-05-21 21:00:00
3405,17.2,16.7,97.0,1015.1,11.3,0.0,30.75605,2012-05-21 22:00:00
3406,17.2,16.1,93.0,1014.5,6.4,40.0,28.42225,2012-05-21 23:00:00
3407,16.85,16.05,95.0,1013.9,5.6,35.0,28.5056,2012-05-22 00:00:00
3408,16.925,16.025,94.5,1013.25,4.4,30.0,27.92215,2012-05-22 01:00:00
3409,16.900000000000002,16.033333333333335,94.66666666666669,1012.7,4.8,30.0,27.8388,2012-05-22 02:00:00
3410,16.7,16.1,96.0,1012.1,4.0,30.0,27.8388,2012-05-22 03:00:00
3411,16.85,15.8,93.5,1011.65,5.6,30.0,29.1724,2012-05-22 04:00:00
3412,16.7,16.1,96.0,1011.5,6.4,20.0,34.09005,2012-05-22 05:00:00
3413,17.1,16.05,93.5,1011.5,10.45,25.0,44.5087333333,2012-05-22 06:00:00
3414,17.8,16.1,90.0,1011.5,16.1,40.0,52.09355,2012-05-22 07:00:00
3415,17.8,16.1,90.0,1011.7,16.1,50.0,54.8441,2012-05-22 08:00:00
3416,18.3,16.7,90.0,1011.8,12.9,340.0,60.3452,2012-05-22 09:00:00
3417,19.4,16.7,84.0,1011.6,16.1,340.0,63.1790916667,2012-05-22 10:00:00
3418,19.2,16.85,86.0,1011.65,16.1,180.0,63.42915,2012-05-22 11:00:00
3419,20.0,16.7,81.0,1011.0,16.1,360.0,64.0125916667,2012-05-22 12:00:00
3420,20.6,16.7,78.0,1010.7,16.1,0.0,63.42915,2012-05-22 13:00:00
3421,20.6,17.2,81.0,1010.5,16.1,0.0,63.3457916667,2012-05-22 14:00:00
3422,22.1,17.6,75.5,1010.0,16.1,60.0,62.5123,2012-05-22 15:00:00
3423,22.766666666666666,17.266666666666666,71.0,1009.5333333333332,16.1,0.0,59.6784,2012-05-22 16:00:00
3424,22.2,17.8,76.0,1009.5,16.1,0.0,55.42755,2012-05-22 17:00:00
3425,23.3,17.8,71.0,1009.7,16.1,180.0,50.0098,2012-05-22 18:00:00
3426,21.7,17.8,78.0,1010.0,16.1,0.0,43.1751,2012-05-22 19:00:00
3427,19.4,17.2,87.0,1010.3,16.1,0.0,39.3410583333,2012-05-22 20:00:00
3428,18.3,16.7,90.0,1010.7,16.1,0.0,35.6737,2012-05-22 21:00:00
3429,18.9,17.2,90.0,1011.1,14.5,0.0,31.8396,2012-05-22 22:00:00
3430,18.9,17.2,90.0,1011.0,12.9,0.0,27.5054,2012-05-22 23:00:00
3431,18.3,17.2,93.0,1011.2,9.7,0.0,27.0053,2012-05-23 00:00:00
3432,17.933333333333334,16.900000000000002,93.66666666666669,1011.5333333333332,8.0,0.0,27.6721,2012-05-23 01:00:00
3433,17.2,16.1,93.0,1011.3,6.4,0.0,28.42225,2012-05-23 02:00:00
3434,17.0,17.0,100.0,1011.4,2.2666666666666666,0.0,28.0055,2012-05-23 03:00:00
3435,17.2,16.7,97.0,1011.2,0.4,0.0,29.42245,2012-05-23 04:00:00
3436,17.2,16.7,97.0,1011.4,0.4,0.0,35.2569416667,2012-05-23 05:00:00
3437,17.2,16.7,97.0,1011.8,0.4,0.0,45.5089083333,2012-05-23 06:00:00
3438,17.8,17.2,96.0,1012.4,0.8,0.0,52.09355,2012-05-23 07:00:00
3439,18.06,17.240000000000002,95.0,1012.6,1.52,0.0,56.76115,2012-05-23 08:00:00
3440,20.3,18.225,88.0,1012.525,6.625,0.0,62.8456916667,2012-05-23 09:00:00
3441,23.3,17.2,68.0,1013.2,16.1,0.0,65.5962,2012-05-23 10:00:00
3442,25.366666666666664,18.1,64.0,1013.4,16.1,16.666666666666668,66.1796333333,2012-05-23 11:00:00
3443,26.7,17.8,58.0,1013.5,16.1,0.0,67.0131083333,2012-05-23 12:00:00
3444,26.7,16.7,54.0,1012.9,16.1,0.0,66.0129416667,2012-05-23 13:00:00
3445,24.4,18.3,69.0,1013.1,16.1,110.0,65.5962,2012-05-23 14:00:00
3446,26.7,18.3,60.0,1012.8,16.1,140.0,64.8460666667,2012-05-23 15:00:00
3447,26.1,17.8,60.0,1012.6,16.1,140.0,62.0122,2012-05-23 16:00:00
3448,25.0,17.8,64.0,1013.1,16.1,120.0,57.3446,2012-05-23 17:00:00
3449,23.3,17.8,71.0,1013.9,16.1,150.0,49.75975,2012-05-23 18:00:00
3450,21.7,17.8,78.0,1014.7,16.1,0.0,42.675,2012-05-23 19:00:00
3451,20.6,17.8,84.0,1015.2,16.1,130.0,38.5909,2012-05-23 20:00:00
3452,20.0,17.4,85.0,1015.85,16.1,65.0,33.3399,2012-05-23 21:00:00
3453,19.7,17.9,89.0,1016.2,16.1,70.0,28.839,2012-05-23 22:00:00
3454,19.1,17.3,89.25,1016.375,16.1,67.5,26.5052,2012-05-23 23:00:00
3455,19.4,17.2,87.0,1016.6,16.1,0.0,26.92195,2012-05-24 00:00:00
3456,18.966666666666665,17.066666666666666,88.66666666666667,1016.6333333333332,16.1,36.66666666666666,27.42205,2012-05-24 01:00:00
3457,18.95,17.1,89.0,1016.55,14.5,65.0,28.6723,2012-05-24 02:00:00
3458,18.95,17.4,90.5,1016.8,14.5,20.0,28.5056,2012-05-24 03:00:00
3459,18.95,17.6,92.0,1017.0,15.3,0.0,29.6725,2012-05-24 04:00:00
3460,19.4,17.8,90.0,1017.9,12.9,80.0,35.1735916667,2012-05-24 05:00:00
3461,19.4,17.8,90.0,1018.6,12.9,100.0,45.3422166667,2012-05-24 06:00:00
3462,19.5,18.15,92.0,1018.9,8.85,0.0,51.26005,2012-05-24 07:00:00
3463,21.03333333333333,18.1,83.33333333333333,1019.3666666666668,13.433333333333332,100.0,55.59425,2012-05-24 08:00:00
3464,23.45,19.2,77.0,1019.45,16.1,55.0,61.92885,2012-05-24 09:00:00
3465,24.8,19.2,70.5,1019.55,16.1,55.0,63.8459,2012-05-24 10:00:00
3466,26.7,19.4,64.0,1019.5,16.1,110.0,65.7628916667,2012-05-24 11:00:00
3467,26.1,17.8,60.0,1019.2,16.1,0.0,65.2628166667,2012-05-24 12:00:00
3468,19.4,16.7,84.0,1020.1,11.3,90.0,65.0961083333,2012-05-24 13:00:00
3469,19.133333333333333,17.066666666666666,87.66666666666667,1019.9333333333334,7.366666666666667,30.0,63.2624416667,2012-05-24 14:00:00
3470,18.9,17.2,90.0,1019.9,9.7,0.0,62.09555,2012-05-24 15:00:00
3471,20.6,17.2,81.0,1019.6,16.1,0.0,60.42855,2012-05-24 16:00:00
3472,23.3,18.9,76.0,1019.4,16.1,80.0,56.3444,2012-05-24 17:00:00
3473,24.4,17.8,67.0,1019.3,16.1,0.0,49.59305,2012-05-24 18:00:00
3474,22.2,15.0,64.0,1019.7,16.1,140.0,43.09175,2012-05-24 19:00:00
3475,21.1,15.6,71.0,1020.2,16.1,0.0,39.4243916667,2012-05-24 20:00:00
3476,20.6,16.1,75.0,1020.7,16.1,0.0,35.25695,2012-05-24 21:00:00
3477,20.0,16.7,81.0,1021.0,16.1,100.0,32.92315,2012-05-24 22:00:00
3478,19.4,17.8,90.0,1021.0,16.1,0.0,31.08945,2012-05-24 23:00:00
3479,18.966666666666665,17.400000000000002,90.66666666666669,1020.7666666666668,14.5,16.666666666666668,30.3393,2012-05-25 00:00:00
3480,19.133333333333333,18.1,93.66666666666669,1020.3666666666668,10.233333333333333,60.0,30.506,2012-05-25 01:00:00
3481,19.4,18.3,93.0,1020.6,4.0,90.0,30.6727,2012-05-25 02:00:00
3482,19.1,18.075,93.75,1020.55,1.7999999999999998,17.5,30.6727,2012-05-25 03:00:00
3483,19.133333333333333,18.1,93.66666666666669,1020.8,3.8666666666666663,26.666666666666668,32.0062916667,2012-05-25 04:00:00
3484,19.1,18.075,93.75,1021.1,3.3,20.0,37.6740833333,2012-05-25 05:00:00
3485,19.08,18.06,93.8,1021.12,1.6,80.0,48.92625,2012-05-25 06:00:00
3486,19.133333333333333,18.966666666666665,99.0,1021.6,0.9333333333333332,60.0,50.8433,2012-05-25 07:00:00
3487,20.0,19.4,96.0,1021.4,0.4,70.0,53.8439,2012-05-25 08:00:00
3488,21.02,20.0,93.8,1021.1,4.24,0.0,59.59505,2012-05-25 09:00:00
3489,22.45,20.3,88.0,1021.1,12.1,160.0,60.6786,2012-05-25 10:00:00
3490,24.53333333333333,20.866666666666667,80.0,1020.9333333333334,13.966666666666669,123.33333333333331,61.26205,2012-05-25 11:00:00
3491,26.0,21.05,74.5,1020.85,16.1,15.0,62.42895,2012-05-25 12:00:00
3492,24.65,21.3,81.5,1020.8,9.65,85.0,61.26205,2012-05-25 13:00:00
3493,26.05,21.3,75.0,1020.05,16.1,45.0,59.5117,2012-05-25 14:00:00
3494,26.7,21.1,71.0,1019.4,16.1,110.0,57.1779,2012-05-25 15:00:00
3495,24.4,21.1,82.0,1019.8,12.9,0.0,55.09415,2012-05-25 16:00:00
3496,23.15,21.05,87.5,1019.9,4.4,25.0,51.09335,2012-05-25 17:00:00
3497,23.9,21.7,87.0,1019.8,16.1,110.0,46.3424,2012-05-25 18:00:00
3498,23.3,21.1,87.0,1019.6,16.1,0.0,41.8415,2012-05-25 19:00:00
3499,21.7,20.0,90.0,1019.9,16.1,0.0,37.4240166667,2012-05-25 20:00:00
3500,21.1,19.4,90.0,1020.1,16.1,0.0,31.6729,2012-05-25 21:00:00
3501,20.6,19.4,93.0,1020.3,16.1,0.0,30.58935,2012-05-25 22:00:00
3502,20.0,18.3,90.0,1020.1,16.1,0.0,30.58935,2012-05-25 23:00:00
3503,19.4,17.8,90.0,1020.1,16.1,0.0,29.0057,2012-05-26 00:00:00
3504,18.3,17.2,93.0,1020.4,16.1,0.0,26.92195,2012-05-26 01:00:00
3505,18.0,17.0,94.0,1020.5,16.1,0.0,26.92195,2012-05-26 02:00:00
3506,18.3,16.7,90.0,1020.3,16.1,0.0,26.92195,2012-05-26 03:00:00
3507,17.8,16.7,93.0,1020.4,14.5,0.0,26.92195,2012-05-26 04:00:00
3508,18.3,17.2,93.0,1020.7,9.7,0.0,28.25555,2012-05-26 05:00:00
3509,19.4,18.3,93.0,1021.3,14.5,0.0,32.5064,2012-05-26 06:00:00
3510,19.53333333333333,18.8,95.66666666666669,1021.3,11.266666666666666,0.0,32.173,2012-05-26 07:00:00
3511,22.4,19.2,82.0,1021.25,16.1,115.0,38.1741583333,2012-05-26 08:00:00
3512,23.3,19.666666666666668,80.0,1021.0,16.1,223.33333333333331,45.3422,2012-05-26 09:00:00
3513,26.1,20.0,69.0,1021.0,16.1,240.0,45.42555,2012-05-26 10:00:00
3514,27.8,20.0,62.0,1021.0,16.1,0.0,45.5089,2012-05-26 11:00:00
3515,28.9,20.0,58.0,1020.5,16.1,230.0,44.8421,2012-05-26 12:00:00
3516,29.4,19.4,55.0,1019.9,16.1,0.0,40.6746416667,2012-05-26 13:00:00
3517,30.0,18.9,51.0,1018.9,16.1,0.0,34.09005,2012-05-26 14:00:00
3518,27.8,20.0,62.0,1018.9,16.1,0.0,34.09005,2012-05-26 15:00:00
3519,27.8,20.0,62.0,1018.6,16.1,0.0,33.84,2012-05-26 16:00:00
3520,26.1,20.6,72.0,1019.4,16.1,0.0,33.42325,2012-05-26 17:00:00
3521,26.1,20.6,72.0,1019.4,16.1,0.0,31.25615,2012-05-26 18:00:00
3522,25.0,20.6,76.0,1019.9,16.1,0.0,30.25595,2012-05-26 19:00:00
3523,24.4,20.6,79.0,1019.3,16.1,0.0,30.25595,2012-05-26 20:00:00
3524,23.9,19.4,76.0,1019.9,16.1,220.0,28.75565,2012-05-26 21:00:00
3525,22.8,18.9,79.0,1019.6,16.1,0.0,28.75565,2012-05-26 22:00:00
3526,22.2,18.9,81.0,1019.9,16.1,0.0,28.839,2012-05-26 23:00:00
3527,20.6,18.9,90.0,1019.9,16.1,0.0,28.5056,2012-05-27 00:00:00
3528,21.1,18.9,87.0,1019.9,16.1,0.0,27.92215,2012-05-27 01:00:00
3529,21.1,18.9,87.0,1019.7,16.1,0.0,27.92215,2012-05-27 02:00:00
3530,,,,,,,27.8388,2012-05-27 03:00:00
3531,21.1,19.4,90.0,1020.2,16.1,0.0,28.0055,2012-05-27 04:00:00
3532,21.05,19.2,89.0,1020.3,3.8,0.0,28.58895,2012-05-27 05:00:00
3533,21.1,20.0,93.0,1020.8,9.7,0.0,30.8394,2012-05-27 06:00:00
3534,22.2,20.6,91.0,1020.7,16.1,0.0,30.506,2012-05-27 07:00:00
3535,24.4,21.1,82.0,1021.0,16.1,230.0,31.92295,2012-05-27 08:00:00
3536,25.0,21.1,79.0,1020.9,16.1,0.0,34.0067,2012-05-27 09:00:00
3537,25.0,20.6,76.0,1021.1,16.1,0.0,35.507,2012-05-27 10:00:00
3538,26.03333333333333,21.23333333333333,75.0,1020.9666666666666,16.1,140.0,35.3403,2012-05-27 11:00:00
3539,27.8,21.1,67.0,1020.1,16.1,0.0,34.1734,2012-05-27 12:00:00
3540,28.15,20.8,64.5,1019.75,16.1,0.0,34.42345,2012-05-27 13:00:00
3541,30.6,18.9,49.0,1018.7,16.1,0.0,34.75685,2012-05-27 14:00:00
3542,30.6,18.9,49.0,1018.3,16.1,0.0,34.5068,2012-05-27 15:00:00
3543,30.0,18.9,51.0,1018.0,16.1,0.0,33.3399,2012-05-27 16:00:00
3544,,,,,,,33.08985,2012-05-27 17:00:00
3545,28.3,19.4,58.0,1017.1,16.1,0.0,31.3395,2012-05-27 18:00:00
3546,26.7,18.9,62.0,1017.5,16.1,0.0,30.506,2012-05-27 19:00:00
3547,25.6,18.9,66.0,1017.7,16.1,190.0,30.08925,2012-05-27 20:00:00
3548,25.0,18.9,69.0,1018.1,16.1,210.0,27.92215,2012-05-27 21:00:00
3549,24.4,18.9,71.0,1017.2,16.1,0.0,28.3389,2012-05-27 22:00:00
3550,23.3,18.3,73.0,1016.2,16.1,0.0,28.0055,2012-05-27 23:00:00
3551,23.3,18.9,76.0,1015.2,16.1,230.0,28.25555,2012-05-28 00:00:00
3552,22.9,19.2,79.5,1014.0,16.1,150.0,28.1722,2012-05-28 01:00:00
3553,22.9,18.4,75.5,1015.55,16.1,130.0,28.0055,2012-05-28 02:00:00
3554,22.6,17.6,73.0,1014.9,16.1,130.0,27.58875,2012-05-28 03:00:00
3555,22.2,17.2,73.0,1014.6,16.1,250.0,29.25575,2012-05-28 04:00:00
3556,21.7,17.2,75.0,1015.4,16.1,0.0,37.0906333333,2012-05-28 05:00:00
3557,21.1,17.8,81.0,1016.2,16.1,0.0,49.59305,2012-05-28 06:00:00
3558,22.8,17.8,73.0,1016.4,16.1,0.0,53.3438,2012-05-28 07:00:00
3559,25.0,18.3,66.0,1016.4,16.1,0.0,51.5101,2012-05-28 08:00:00
3560,25.6,18.3,64.0,1016.0,16.1,240.0,49.92645,2012-05-28 09:00:00
3561,26.7,18.3,60.0,1015.9,16.1,270.0,49.6764,2012-05-28 10:00:00
3562,28.3,18.3,54.0,1015.4,16.1,250.0,50.0098,2012-05-28 11:00:00
3563,30.0,18.9,51.0,1014.9,16.1,280.0,49.6764,2012-05-28 12:00:00
3564,30.6,19.4,51.0,1014.5,16.1,320.0,49.42635,2012-05-28 13:00:00
3565,32.2,19.4,46.0,1013.7,16.1,0.0,49.1763,2012-05-28 14:00:00
3566,32.8,19.4,45.0,1013.0,16.1,0.0,49.42635,2012-05-28 15:00:00
3567,32.8,19.4,45.0,1012.6,16.1,230.0,49.59305,2012-05-28 16:00:00
3568,32.2,20.0,48.0,1012.6,16.1,0.0,49.1763,2012-05-28 17:00:00
3569,31.7,20.0,50.0,1012.7,16.1,230.0,45.3422,2012-05-28 18:00:00
3570,30.0,20.6,57.0,1012.9,16.1,220.0,40.6746166667,2012-05-28 19:00:00
3571,27.8,20.6,65.0,1012.9,16.1,0.0,37.8407666667,2012-05-28 20:00:00
3572,25.6,21.1,76.0,1013.3,14.5,0.0,33.58995,2012-05-28 21:00:00
3573,25.0,21.1,79.0,1013.4,14.5,0.0,31.42285,2012-05-28 22:00:00
3574,25.6,21.1,76.0,1013.1,16.1,220.0,28.75565,2012-05-28 23:00:00
3575,26.1,21.1,74.0,1012.9,16.1,230.0,28.75565,2012-05-29 00:00:00
3576,25.6,21.1,76.0,1012.5,16.1,230.0,28.58895,2012-05-29 01:00:00
3577,24.4,21.1,82.0,1012.0,16.1,220.0,28.6723,2012-05-29 02:00:00
3578,24.4,21.1,82.0,1011.6,16.1,0.0,28.58895,2012-05-29 03:00:00
